id,name,thumbnail,menu,ctg1,ctg2,diet,cheap,latitude,longitude,kakao_link
85,후루룩손칼국수,./pictures/p85.jpg,"[{""name"": ""국산콩국수"", ""price"": ""9500""}, {""name"": ""한그릇바지락칼국수"", ""price"": ""10000""}, {""name"": ""한그릇바지락수제비"", ""price"": ""10000""}, {""name"": ""얼큰 만두전골"", ""price"": ""11000""}, {""name"": ""바지락칼국수"", ""price"": ""10000""}]","[""한식""]","[""칼국수""]",False,False,37.4018849193316,127.1061474019,https://map.kakao.com/?q=%ED%9B%84%EB%A3%A8%EB%A3%A9%EC%86%90%EC%B9%BC%EA%B5%AD%EC%88%98%20%ED%8C%90%EA%B5%90
86,오봉집 판교유스페이스점,./pictures/p86.jpg,"[{""name"": ""부추전"", ""price"": ""12000""}, {""name"": ""김치전"", ""price"": ""12000""}, {""name"": ""오봉스페셜"", ""price"": ""56000""}, {""name"": ""매생이연포보쌈"", ""price"": ""56000""}, {""name"": ""가브리수육전골"", ""price"": ""34000""}]","[""한식""]","[""칼국수""]",False,False,37.402069157743,127.10667058432,https://map.kakao.com/?q=%EC%98%A4%EB%B4%89%EC%A7%91%20%ED%8C%90%EA%B5%90%EC%9C%A0%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4%EC%A0%90
87,달빛어시장,./pictures/p87.jpg,"[{""name"": ""광어회"", ""price"": ""31000""}, {""name"": ""육회탕탕이"", ""price"": ""29000""}, {""name"": ""도다리 세꼬시"", ""price"": ""29000""}, {""name"": ""안면도참소라"", ""price"": ""30000""}, {""name"": ""제주 뿔소라"", ""price"": ""30000""}]","[""한식""]","[""칼국수""]",False,False,37.4009403786405,127.106448750271,https://map.kakao.com/?q=%EB%8B%AC%EB%B9%9B%EC%96%B4%EC%8B%9C%EC%9E%A5%20%ED%8C%90%EA%B5%90
88,제비면가 판교본점,./pictures/p88.jpg,"[{""name"": ""수제비"", ""price"": ""7000""}, {""name"": ""칼국수"", ""price"": ""7000""}, {""name"": ""매생이굴국밥"", ""price"": ""8000""}, {""name"": ""통영굴 수제비"", ""price"": ""8000""}, {""name"": ""통영굴 칼국수"", ""price"": ""8000""}]","[""한식"", ""분식""]","[""칼국수"", ""국밥"", ""비빔밥"", ""김밥""]",False,True,37.402106205472606,127.1104801801983,https://map.kakao.com/?q=%EC%A0%9C%EB%B9%84%EB%A9%B4%EA%B0%80%20%ED%8C%90%EA%B5%90%EB%B3%B8%EC%A0%90
89,청춘면가 판교점,./pictures/p89.jpg,"[{""name"": ""맵소"", ""price"": ""13000""}, {""name"": ""맵닭"", ""price"": ""13000""}, {""name"": ""맛잇소"", ""price"": ""12000""}, {""name"": ""맛잇닭"", ""price"": ""12000""}]","[""한식""]","[""칼국수""]",False,False,,,https://map.kakao.com/?q=%EC%B2%AD%EC%B6%98%EB%A9%B4%EA%B0%80%20%ED%8C%90%EA%B5%90%EC%A0%90
90,고향옥얼큰순대국 삼평점,./pictures/p90.jpg,"[{""name"": ""얼큰순대국"", ""price"": ""12000""}, {""name"": ""순순대국"", ""price"": ""11000""}, {""name"": ""뼈해장국"", ""price"": ""11000""}, {""name"": ""얼큰내장국밥"", ""price"": ""12000""}, {""name"": ""얼큰수육국밥"", ""price"": ""12000""}]","[""한식""]","[""국밥"", ""감자탕""]",False,False,37.4120735668557,127.126391289591,https://map.kakao.com/?q=%EA%B3%A0%ED%96%A5%EC%98%A5%EC%96%BC%ED%81%B0%EC%88%9C%EB%8C%80%EA%B5%AD%20%EC%82%BC%ED%8F%89%EC%A0%90%20%ED%8C%90%EA%B5%90
91,안동국시소호정 T-VALLEY점,./pictures/p91.jpg,"[{""name"": ""국시"", ""price"": ""15000""}, {""name"": ""국밥"", ""price"": ""15000""}, {""name"": ""수육 (대)"", ""price"": ""58000""}, {""name"": ""전 (대)"", ""price"": ""39000""}, {""name"": ""메밀묵 (대)"", ""price"": ""29000""}]","[""한식""]","[""국밥""]",False,False,,,https://map.kakao.com/?q=%EC%95%88%EB%8F%99%EA%B5%AD%EC%8B%9C%EC%86%8C%ED%98%B8%EC%A0%95%20T-VALLEY%EC%A0%90%20%ED%8C%90%EA%B5%90
92,조재벌식당,./pictures/p92.jpg,"[{""name"": ""부대찌개"", ""price"": ""11000""}, {""name"": ""한우국밥"", ""price"": ""11000""}, {""name"": ""김치찌개"", ""price"": ""10000""}, {""name"": ""두루치기"", ""price"": ""11000""}, {""name"": ""삼겹살"", ""price"": ""17000""}]","[""한식""]","[""국밥"", ""찌개"", ""고기""]",False,False,37.4036948848399,127.109316923664,https://map.kakao.com/?q=%EC%A1%B0%EC%9E%AC%EB%B2%8C%EC%8B%9D%EB%8B%B9%20%ED%8C%90%EA%B5%90
93,기달임 돼지곰탕 본점,./pictures/p93.jpg,"[{""name"": ""돼지곰탕(특)"", ""price"": ""14000""}, {""name"": ""돼지곰탕(보통)"", ""price"": ""10000""}, {""name"": ""유자수육"", ""price"": ""6000""}, {""name"": ""잔술"", ""price"": """"}]","[""한식""]","[""국밥""]",False,False,,,https://map.kakao.com/?q=%EA%B8%B0%EB%8B%AC%EC%9E%84%20%EB%8F%BC%EC%A7%80%EA%B3%B0%ED%83%95%20%EB%B3%B8%EC%A0%90%20%ED%8C%90%EA%B5%90
94,나진국밥 판교점,./pictures/p94.jpg,"[{""name"": ""술상한상A"", ""price"": ""56000""}, {""name"": ""술상한상B"", ""price"": ""51000""}, {""name"": ""갓수육(소)"", ""price"": ""33000""}, {""name"": ""갓수육(대)"", ""price"": ""43000""}, {""name"": ""수육(소)"", ""price"": ""28000""}]","[""한식""]","[""국밥""]",False,False,37.4004661132843,127.10681287508,https://map.kakao.com/?q=%EB%82%98%EC%A7%84%EA%B5%AD%EB%B0%A5%20%ED%8C%90%EA%B5%90%EC%A0%90
95,춘업순댓국 본점,./pictures/p95.jpg,"[{""name"": ""술국"", ""price"": ""22000""}, {""name"": ""순대곱창전골-중"", ""price"": ""30000""}, {""name"": ""모듬순대"", ""price"": ""35000""}, {""name"": ""보통순댓국"", ""price"": ""11000""}, {""name"": ""얼큰순댓국"", ""price"": ""12000""}]","[""한식""]","[""국밥""]",False,False,37.4012843732024,127.108644810967,https://map.kakao.com/?q=%EC%B6%98%EC%97%85%EC%88%9C%EB%8C%93%EA%B5%AD%20%EB%B3%B8%EC%A0%90%20%ED%8C%90%EA%B5%90
96,한촌설렁탕 판교테크노밸리점,./pictures/p96.jpg,"[{""name"": ""떡국설렁탕"", ""price"": ""11000""}, {""name"": ""수만두설렁탕"", ""price"": ""12000""}, {""name"": ""[신메뉴] 왕(王) 갈비탕"", ""price"": ""18000""}, {""name"": ""설렁탕"", ""price"": ""11000""}, {""name"": ""양곰탕"", ""price"": ""15000""}]","[""한식""]","[""국밥""]",False,False,37.4013329825886,127.10869457524,https://map.kakao.com/?q=%ED%95%9C%EC%B4%8C%EC%84%A4%EB%A0%81%ED%83%95%20%ED%8C%90%EA%B5%90%ED%85%8C%ED%81%AC%EB%85%B8%EB%B0%B8%EB%A6%AC%EC%A0%90
97,제주은희네해장국 판교점,./pictures/p97.jpg,"[{""name"": ""해장국"", ""price"": ""12000""}, {""name"": ""내장탕"", ""price"": ""13000""}, {""name"": ""돔베고기 (소, 중, 대)"", ""price"": """"}, {""name"": ""양무침"", ""price"": ""16000""}]","[""한식""]","[""국밥""]",False,False,37.4013058283763,127.108828935912,https://map.kakao.com/?q=%EC%A0%9C%EC%A3%BC%EC%9D%80%ED%9D%AC%EB%84%A4%ED%95%B4%EC%9E%A5%EA%B5%AD%20%ED%8C%90%EA%B5%90%EC%A0%90
98,재크와 콩나물,./pictures/p98.jpg,"[{""name"": ""콩나물국밥"", ""price"": ""7000""}, {""name"": ""데친통오징어"", ""price"": ""10000""}, {""name"": ""왕계란말이"", ""price"": ""9000""}, {""name"": ""황태계란탕"", ""price"": ""15000""}, {""name"": ""불오징어볶음"", ""price"": ""22000""}]","[""한식""]","[""국밥""]",False,False,37.4012699485866,127.108653825425,https://map.kakao.com/?q=%EC%9E%AC%ED%81%AC%EC%99%80%20%EC%BD%A9%EB%82%98%EB%AC%BC%20%ED%8C%90%EA%B5%90
99,평안,./pictures/p99.jpg,"[{""name"": ""물냉면"", ""price"": ""12000""}, {""name"": ""빨간맛곰탕"", ""price"": ""12000""}, {""name"": ""미나리곰탕"", ""price"": ""12000""}, {""name"": ""만두1pc"", ""price"": ""2000""}, {""name"": ""만둣국"", ""price"": ""12000""}]","[""한식""]","[""국밥""]",False,False,37.389788563618275,126.95863599096045,https://map.kakao.com/?q=%ED%8F%89%EC%95%88%20%ED%8C%90%EA%B5%90
100,탄탄면공방 판교테크노밸리점,./pictures/p100.jpg,"[{""name"": ""2인 탄탄세트"", ""price"": ""29800""}, {""name"": ""탄탄교자세트"", ""price"": ""14300""}, {""name"": ""1인 혼탄세트"", ""price"": ""13800""}, {""name"": ""탄탄면"", ""price"": ""10800""}, {""name"": ""얼큰탄탄국밥"", ""price"": ""9800""}]","[""한식"", ""아시아 음식""]","[""국밥"", ""퓨전 음식""]",False,False,37.40192589600522,127.11059285749805,https://map.kakao.com/?q=%ED%83%84%ED%83%84%EB%A9%B4%EA%B3%B5%EB%B0%A9%20%ED%8C%90%EA%B5%90%ED%85%8C%ED%81%AC%EB%85%B8%EB%B0%B8%EB%A6%AC%EC%A0%90
101,서울전통육개장 판교하이펙스점,./pictures/p101.jpg,"[{""name"": ""한판보쌈"", ""price"": ""14000""}, {""name"": ""만두반접시"", ""price"": ""4000""}, {""name"": ""메밀전병"", ""price"": ""8000""}, {""name"": ""감자전"", ""price"": ""7000""}, {""name"": ""보양갈비탕"", ""price"": ""14000""}]","[""한식""]","[""국밥"", ""비빔밥""]",False,False,,,https://map.kakao.com/?q=%EC%84%9C%EC%9A%B8%EC%A0%84%ED%86%B5%EC%9C%A1%EA%B0%9C%EC%9E%A5%20%ED%8C%90%EA%B5%90%ED%95%98%EC%9D%B4%ED%8E%99%EC%8A%A4%EC%A0%90
102,평가옥 판교점,./pictures/p102.jpg,[],"[""한식""]","[""국밥""]",False,False,37.40023830004121,127.1066521776744,https://map.kakao.com/?q=%ED%8F%89%EA%B0%80%EC%98%A5%20%ED%8C%90%EA%B5%90%EC%A0%90
103,즐삼 생고기,./pictures/p103.jpg,"[{""name"": ""통돼지김치찌개"", ""price"": ""9000""}, {""name"": ""무한 돼지"", ""price"": ""17900""}, {""name"": ""무한 소"", ""price"": ""25900""}, {""name"": ""무한소곱창"", ""price"": ""27900""}]","[""한식""]","[""비빔밥"", ""고기""]",False,False,37.4020759679173,127.106111529864,https://map.kakao.com/?q=%EC%A6%90%EC%82%BC%20%EC%83%9D%EA%B3%A0%EA%B8%B0%20%ED%8C%90%EA%B5%90
104,소메랑,./pictures/p104.jpg,"[{""name"": ""곱창모듬 200g (1인분)"", ""price"": ""15900""}, {""name"": ""C세트 곱창+대창+막창+특양"", ""price"": ""66000""}, {""name"": ""B 세트 곱창+대창+막창"", ""price"": ""46000""}, {""name"": ""A세트 곱창+막창"", ""price"": ""37000""}, {""name"": ""특양구이 200g (1인분)"", ""price"": ""21900""}]","[""한식""]","[""비빔밥"", ""고기""]",False,False,37.3706820782346,126.942856960242,https://map.kakao.com/?q=%EC%86%8C%EB%A9%94%EB%9E%91%20%ED%8C%90%EA%B5%90
105,이야기둘,./pictures/p105.jpg,"[{""name"": ""꽃등심구이(100g) - 당일주문가능"", ""price"": ""39000""}, {""name"": ""이야기 한상 세트 - 예약주문만 가능"", ""price"": ""94000""}, {""name"": ""한우 등골 사시미 한판"", ""price"": ""25000""}, {""name"": ""점심특선 야끼니쿠 반상(1인 정식)"", ""price"": ""15000""}, {""name"": ""점심특선 샤브샤브 반상(1인 정식)"", ""price"": ""19000""}]","[""한식""]","[""비빔밥""]",False,False,37.4037347007924,127.109131752148,https://map.kakao.com/?q=%EC%9D%B4%EC%95%BC%EA%B8%B0%EB%91%98%20%ED%8C%90%EA%B5%90
106,마포갈비집 판교점,./pictures/p106.jpg,"[{""name"": ""마포돼지갈비"", ""price"": ""17000""}, {""name"": ""숙성生삼겹살"", ""price"": ""17000""}, {""name"": ""숙성生목살"", ""price"": ""17000""}, {""name"": ""숙성갈매기살"", ""price"": ""18000""}, {""name"": ""1++한우 차돌박이"", ""price"": ""27000""}]","[""한식""]","[""찌개""]",False,False,37.4004661132843,127.10681287508,https://map.kakao.com/?q=%EB%A7%88%ED%8F%AC%EA%B0%88%EB%B9%84%EC%A7%91%20%ED%8C%90%EA%B5%90%EC%A0%90
107,오투닭갈비&부대찌개 판교테크노벨리점,./pictures/p107.jpg,"[{""name"": ""오투닭갈비"", ""price"": ""14000""}, {""name"": ""치즈듬뿍닭갈비"", ""price"": ""18000""}, {""name"": ""낙지닭갈비"", ""price"": ""18000""}, {""name"": ""부대찌개"", ""price"": ""10000""}]","[""한식""]","[""찌개""]",False,False,37.40203174815171,127.10718780646545,https://map.kakao.com/?q=%EC%98%A4%ED%88%AC%EB%8B%AD%EA%B0%88%EB%B9%84%26%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%20%ED%8C%90%EA%B5%90%ED%85%8C%ED%81%AC%EB%85%B8%EB%B2%A8%EB%A6%AC%EC%A0%90
108,부대집 판교본점,./pictures/p108.jpg,"[{""name"": ""부대집 부대전골"", ""price"": ""9000""}, {""name"": ""우삼겹 부대전골"", ""price"": ""11000""}, {""name"": ""부대집 부대찌개"", ""price"": ""8000""}, {""name"": ""우삼겹 부대볶음"", ""price"": ""12000""}, {""name"": ""햄/소세지 사리"", ""price"": ""5000""}]","[""한식""]","[""찌개""]",False,False,37.4020682557045,127.106671712464,https://map.kakao.com/?q=%EB%B6%80%EB%8C%80%EC%A7%91%20%ED%8C%90%EA%B5%90%EB%B3%B8%EC%A0%90
109,369부대찌개앤생삼겹살,,[],"[""한식""]","[""찌개""]",False,False,,,https://map.kakao.com/?q=369%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%EC%95%A4%EC%83%9D%EC%82%BC%EA%B2%B9%EC%82%B4%20%ED%8C%90%EA%B5%90
110,이태리부대찌개 판교점,./pictures/p110.jpg,"[{""name"": ""부대찌개"", ""price"": ""8000""}, {""name"": ""부대전골"", ""price"": ""9000""}, {""name"": ""부대볶음"", ""price"": ""10000""}, {""name"": ""우삼겹부대복음"", ""price"": ""12000""}, {""name"": ""돈가스"", ""price"": ""7000""}]","[""한식""]","[""찌개""]",False,True,37.4012862988573,127.110456388288,https://map.kakao.com/?q=%EC%9D%B4%ED%83%9C%EB%A6%AC%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%20%ED%8C%90%EA%B5%90%EC%A0%90
111,삼군김치찌개,./pictures/p111.jpg,"[{""name"": ""김치찌개 낮&밤"", ""price"": ""9000""}, {""name"": ""목살김치찜 (2인이상) 낮&밤"", ""price"": ""12000""}, {""name"": ""직화제육 낮&밤"", ""price"": ""10000""}, {""name"": ""숯붗고기 낮&밤"", ""price"": ""10000""}, {""name"": ""치즈계란말이 낮&밤"", ""price"": ""8000""}]","[""한식""]","[""찌개"", ""고기""]",False,True,37.4011335466894,127.11000440078,https://map.kakao.com/?q=%EC%82%BC%EA%B5%B0%EA%B9%80%EC%B9%98%EC%B0%8C%EA%B0%9C%20%ED%8C%90%EA%B5%90
112,김치도가 판교점,./pictures/p112.jpg,"[{""name"": ""고기듬뿍김치찌개&가마솥밥"", ""price"": ""10000""}, {""name"": ""꽁치김치찌개&가마솥밥"", ""price"": ""10000""}, {""name"": ""햄듬뿍김치찌개&가마솥밥"", ""price"": ""10000""}, {""name"": ""계란말이"", ""price"": ""8000""}, {""name"": ""묵은지오겹살150g"", ""price"": ""14000""}]","[""한식""]","[""찌개""]",False,False,37.402102613002576,127.11046775127326,https://map.kakao.com/?q=%EA%B9%80%EC%B9%98%EB%8F%84%EA%B0%80%20%ED%8C%90%EA%B5%90%EC%A0%90
113,라무진 판교점,./pictures/p113.jpg,"[{""name"": ""징기스칸 양갈비"", ""price"": ""32000""}, {""name"": ""징기스칸 프렌치렉"", ""price"": ""34000""}, {""name"": ""마늘밥"", ""price"": ""3000""}, {""name"": ""오뎅탕"", ""price"": ""17000""}]","[""한식""]","[""고기""]",False,False,37.4011738227889,127.107357125233,https://map.kakao.com/?q=%EB%9D%BC%EB%AC%B4%EC%A7%84%20%ED%8C%90%EA%B5%90%EC%A0%90
114,행복한집숯불갈비,./pictures/p114.jpg,"[{""name"": ""한우 생 갈비살(400g)"", ""price"": ""60000""}, {""name"": ""한돈 수제 돼지갈비 (250g)"", ""price"": ""14000""}, {""name"": ""목살갈비 양념구이 (250g)"", ""price"": ""15000""}, {""name"": ""삼겹살 (200g)"", ""price"": ""13000""}, {""name"": ""왕 갈비탕"", ""price"": ""9000""}]","[""한식""]","[""고기""]",False,False,37.4020192290495,127.107082752426,https://map.kakao.com/?q=%ED%96%89%EB%B3%B5%ED%95%9C%EC%A7%91%EC%88%AF%EB%B6%88%EA%B0%88%EB%B9%84%20%ED%8C%90%EA%B5%90
115,문막집,./pictures/p115.jpg,"[{""name"": ""문어보쌈(중) 2~3인"", ""price"": ""54800""}, {""name"": ""문어보쌈(대) 3~4인분"", ""price"": ""89800""}, {""name"": ""비빔 막국수"", ""price"": ""9800""}, {""name"": ""들기름 막국수"", ""price"": ""9800""}, {""name"": ""물 막국수"", ""price"": ""9800""}]","[""한식""]","[""고기""]",False,False,37.400253411373896,127.10688033689672,https://map.kakao.com/?q=%EB%AC%B8%EB%A7%89%EC%A7%91%20%ED%8C%90%EA%B5%90
116,조마루감자탕 판교점,./pictures/p116.jpg,"[{""name"": ""뼈다귀 감자탕 (소)"", ""price"": ""32000""}, {""name"": ""뼈다귀 감자탕 (중)"", ""price"": ""40000""}, {""name"": ""뼈다귀 감자탕 (대)"", ""price"": ""48000""}, {""name"": ""뼈다귀해장국"", ""price"": ""10000""}, {""name"": ""우거지만두해장국"", ""price"": ""9000""}]","[""한식""]","[""감자탕""]",False,False,37.4012843690513,127.108649328603,https://map.kakao.com/?q=%EC%A1%B0%EB%A7%88%EB%A3%A8%EA%B0%90%EC%9E%90%ED%83%95%20%ED%8C%90%EA%B5%90%EC%A0%90
117,찬,./pictures/p117.jpg,"[{""name"": ""짜장면"", ""price"": ""8000""}, {""name"": ""간짜장"", ""price"": ""9000""}, {""name"": ""마파두부면"", ""price"": ""11000""}, {""name"": ""차돌 마라탕면"", ""price"": ""14000""}, {""name"": ""삼선간짬뽕"", ""price"": ""13000""}]","[""패스트푸드"", ""중식""]","[""짜장면"", ""치킨""]",False,False,37.4872835420581,126.927969606001,https://map.kakao.com/?q=%EC%B0%AC%20%ED%8C%90%EA%B5%90
118,신라마라탕 판교점,./pictures/p118.jpg,"[{""name"": ""마라샹궈"", ""price"": ""15000""}, {""name"": ""마라탕"", ""price"": ""9000""}, {""name"": ""마라반"", ""price"": ""11000""}, {""name"": ""꿔바로우"", ""price"": ""12000""}, {""name"": ""양저우볶음밥"", ""price"": ""9000""}]","[""중식""]","[""짜장면"", ""마라탕""]",False,False,37.4012834701073,127.108647068484,https://map.kakao.com/?q=%EC%8B%A0%EB%9D%BC%EB%A7%88%EB%9D%BC%ED%83%95%20%ED%8C%90%EA%B5%90%EC%A0%90
119,울프스덴,./pictures/p119.jpg,"[{""name"": ""스테이크"", ""price"": ""51000""}, {""name"": ""뇨끼"", ""price"": ""22000""}, {""name"": ""파스타"", ""price"": ""16000""}, {""name"": ""와인페어링"", ""price"": ""22000""}, {""name"": ""리조또"", ""price"": ""20000""}]","[""패스트푸드"", ""양식""]","[""파스타"", ""샐러드"", ""스테이크"", ""피자""]",False,False,37.40014307775695,127.10733193757463,https://map.kakao.com/?q=%EC%9A%B8%ED%94%84%EC%8A%A4%EB%8D%B4%20%ED%8C%90%EA%B5%90
120,비눔 판교점,./pictures/p120.jpg,"[{""name"": ""모듬플래터"", ""price"": ""35000""}, {""name"": ""치즈 플래터"", ""price"": ""24000""}, {""name"": ""Lunch 회오리오므라이스"", ""price"": ""12000""}, {""name"": ""Lunch 명란 로제 파스타"", ""price"": ""16000""}, {""name"": ""글라스와인"", ""price"": ""6900""}]","[""패스트푸드"", ""양식""]","[""파스타"", ""피자""]",False,False,37.40046611328434,127.10681287507951,https://map.kakao.com/?q=%EB%B9%84%EB%88%94%20%ED%8C%90%EA%B5%90%EC%A0%90
121,데이빗앤룰스 판교점,./pictures/p121.jpg,"[{""name"": ""Porterhouse (100g)"", ""price"": ""44000""}, {""name"": ""(평일) Lunch Course"", ""price"": ""60000""}, {""name"": ""New York Strip(100g)"", ""price"": ""43000""}, {""name"": ""Filet Mignon (100g)"", ""price"": ""47000""}, {""name"": ""Caesar Salad"", ""price"": ""22000""}]","[""양식""]","[""파스타"", ""스테이크""]",False,False,37.4036842999938,127.109070688938,https://map.kakao.com/?q=%EB%8D%B0%EC%9D%B4%EB%B9%97%EC%95%A4%EB%A3%B0%EC%8A%A4%20%ED%8C%90%EA%B5%90%EC%A0%90
122,챠오바라이트 판교점,./pictures/p122.jpg,"[{""name"": ""오리지널 시카고피자"", ""price"": ""31000""}, {""name"": ""깔조네 피자"", ""price"": ""25000""}, {""name"": ""슈퍼 슈프림 시카고피자"", ""price"": ""32000""}, {""name"": ""게살 날치알 크림 파스타"", ""price"": ""16000""}, {""name"": ""누룽지 해물 파스타"", ""price"": ""19500""}]","[""패스트푸드"", ""양식""]","[""파스타"", ""피자""]",False,False,37.40055349179442,127.1068355870884,https://map.kakao.com/?q=%EC%B1%A0%EC%98%A4%EB%B0%94%EB%9D%BC%EC%9D%B4%ED%8A%B8%20%ED%8C%90%EA%B5%90%EC%A0%90
123,호미스피자 판교점,./pictures/p123.jpg,"[{""name"": ""호미스 치즈 피자"", ""price"": ""17900""}, {""name"": ""익스트림 페퍼로니 피자"", ""price"": ""19900""}, {""name"": ""블랙맘바 포테이토 피자"", ""price"": ""20900""}, {""name"": ""클래식 콤비네이션 피자"", ""price"": ""19900""}, {""name"": ""베이컨 체다 딥 피자"", ""price"": ""20900""}]","[""패스트푸드"", ""양식""]","[""파스타"", ""피자""]",False,False,37.40114651413625,127.11059171213141,https://map.kakao.com/?q=%ED%98%B8%EB%AF%B8%EC%8A%A4%ED%94%BC%EC%9E%90%20%ED%8C%90%EA%B5%90%EC%A0%90
124,단,./pictures/p124.jpg,"[{""name"": ""가이센동"", ""price"": ""17000""}, {""name"": ""사케동"", ""price"": ""13000""}, {""name"": ""혼마구로동"", ""price"": ""38000""}, {""name"": ""규동"", ""price"": ""9000""}, {""name"": ""도리데리야끼동"", ""price"": ""9000""}]","[""일식"", ""양식""]","[""파스타"", ""라멘"", ""규동"", ""오코노미야끼"", ""우동""]",False,False,35.847272101967334,128.62314590269156,https://map.kakao.com/?q=%EB%8B%A8%20%ED%8C%90%EA%B5%90
